offering_id,user_id,overall,value,service,location,rooms,cleanliness,sleep_quality,review_text,sentiment,limpeza,atendimento,localização,alimentação,preço,conforto,wifi,instalações,priority
84505,78D1AA18D30DE82D370550577EFDC32A,2.0,2.0,2.0,2.0,3.0,4.0,,"“Decent hotel for the money but be forewarned......” I suspect a lot of people are drawn to this hotel for the same reason I was, the low cost and the location. If thats your goal, then its a deal. For me, though, the negatives, as expressed by other reviewers, outweigh the positives. I too had a left-side room on a Friday night, and the partying at the apartment house next door was in full swing. The parking is a challenge as the lot is tiny and when it fills up, you trudge down to the Chevron station a block away, leaving your car out in the open in a tough area. On the positive side, the place was clean and the beds comfortable. Keep in mind this hotel is like a lot of LA properties that are over 50 years old, so the bathrooms are dated, but you get used to that if you stay around this area enough. In fact, one of th appealing things is the art-deco architecture of this place and others in LA. The rooms have both wired and wireless web access, and, like the parking, is free. Both of these can add up to a lot of money at the chain properties in this town. Front desk is accurate but robotic and not speedy. I still can't find the appeal of Hollywood itself as a reason to stay nearby. The crowd on this Friday night was young and tough and not for kids. While I didn't feel unsafe, its still adult oriented. It dawned on my that most of the other guests were European and didn't know of the option to stay elsewhere and drive to Hollywood and visit, but not stay overnight. The Boulevard may have been glamorous a long time ago but its not now even after being ""reinvented"" by urban renewal. The Hollwyood-Highland rail station is here too with all that brings to the neighborhood:) The breakfast is coffee, juice and small selection of pastries and not enough to rely on other than get you out the door. Orchid is officially a dead-end street off of busy Franklin, but you can sneak through the alleyway behing the Kodak theater and get out. A better option the next trip will be the Orchid Suites , which has secured basement parking and appears to be more modern, and is 2 doors down. It has the same price point as this place. In summary, OK place to stay if you are determined to be in downtown Hollywood but be prepared for the negatives and ask for a right-side room.",negativo,1,1,1,1,1,1,0,1,alta
83099,55EAC3B8C1CF695819C80D47F93AD090,2.0,2.0,5.0,4.0,3.0,3.0,4.0,"“Process after Process after Process” I stayed here for one night. I love starwood, and I like the location of this hotel, the beds are comfortable, and the staff are helpful. However under the veneer of a newly finished room is decay. The room had glue marks along the ceiling. The wifi is from the stone age, and outsourced customer service in the Philippines that took 30 mins to sort out because I wouldn't allow them to follow me on line to use their service ( they wanted me to enable cookies) and while they were able to sort that out.. and still charge me $16.03, It left me wondering why they couldn't just do that from the beginning. A call to management cleared that up and gave me the internet free from my bill (process)... but whats one day of free internet? Had I been staying here for a week I doubt they would have been so accommodating. At the end of the call the Philippina told me I could call back and enjoy her 30 mins of script reading again if I had any issues ... YEAH!!! nothing like customer service with cue cards (process). There is no bottled water in the rooms .. in a horrible dry climate, and if you're like me and have seen the exposes on what goes on with the drinking glasses in the rooms,,, it leaves you with the flavored water in the mini bar (yuck) or tap to hand .. wait did I just go on a pioneer adventure for 185.00 a night plus 16.03, plus valet? (process) The elevators are run down, the lobby is huge and dated (process).. and it took 40 mins to get my bag from the bellman because of some a process where I as the guest take a number to the check in on the 2nd floor, hand it to the desk person, after a the normal check in process of 10 mins, who then sends them a confirmation a floor below where I arrived to let them know what room Im in blah blah blah .. smoke signals would have been faster (process) the issue is that after you deal with Denver Airport and its HUGE processes, then the laborious rental process and adventure one really could do without more huge process at your hotel... Stay at the four seasons up the street. an even better location ... beautiful rooms, free internet.. and low on the process .... by the time I was spit out the other end of the factory .. I needed a vacation from this hotel ..",negativo,0,1,1,1,1,1,1,1,alta
89585,72067E10D391983223731ECD37CAF2E8,2.0,1.0,3.0,,,3.0,3.0,"“Looking for NY 4S Style Hotel? Go to the Mandarin!” We love going to 4S in general, its a great brand. But this Boston one should simply not carry the 4S brand. As regular 4S travellers, we expect 4S quality and this hotel does not deliver the 4S experience and quality we expect and for which we pay for. Compared to New York and Istanbul for example, the hotel suffers from very old and low quality hotel building. Shower curtains is what we get at Hampton Inn on the highway, not at 4S. The breakfast area is packed with outsiders and the food quality is also not 4S caliber. It deserves to be redone 100%. Bangkok 4S is old and suffers a bit of the same drawbacks. But the service is so exceptional you almost forget the building issues. One positive note: the concierge ""David"" is top notch and the staff outside are very friendly and helpful. But nevertheless I would not return until its been renovated and I would tell anyone looking for the NY 4S style experience to simply book at the Mandarin which we also tried and loved.",negativo,1,1,1,1,0,0,0,0,alta
98798,55468D3932DE219EA267DEC890949492,1.0,,,,,,,"“Terrible hotel, only thing decent is the Dome Bar...” My boyfriend and I stayed at the Camino Real over the Thanksgiving weekend. I grew up in the area and so I figured I would pick this place having been there for nice formal events. Well, I guess I'm thinking back 10 years too long because this place has gone down hill. That probably happened when the Westin company left... The rooms are very run down..furniture is beaten up...the beds are uncomfortable, the bathroom, also not great...and the place just felt filthy. You're better off staying at a nice hotel near the airport..or stay in a budget hotel in the area that is newer and cleaner. This place needs a BIG makeover. Oh..and don't even think about using the pool...it's really small and you won't want to sit at it..trust me. The Dome Bar is there..it's nice but not worth it.",negativo,1,0,1,1,1,1,0,1,alta
1200977,0AACB3B7879E29E918CF6B55A88A0E95,2.0,4.0,1.0,2.0,4.0,4.0,4.0,"“Disappointing” This was my second visit to Cambria Suites. The hotel is very beautiful and the rooms are excellent, but the customer service at the front desk was horrible. The person literally ignored me for 5 minutes when I came to check in. I wrote up a card and even sent an email to Mr Rump. Not even a ""received your email"" response. The gas station down the street has better service. I am very disappointed.",negativo,0,1,0,0,0,0,0,0,alta
87617,7DFA112EAF8906A19678D8E1EE82F237,2.0,3.0,4.0,5.0,3.0,3.0,,"“Soulless, busy hotel, just about accceptable - in 1979” Here for a conference, work paying the bill. Yet another soulless, frayed large American city-centre hotel. Rooms comfortable enough but all the usual problems, namely long queues at front desk, charming but often clueless staff, and an annoying, sprawling layout which means that if you forget something in your room popping back to get it is a major chore. The gym, a miserable affair, is so far from the rooms it might as well be in another state, and one lunchtime it took half an hour to get a table for food (even though there were plenty of free ones available). That said, the location is pretty good, Stetson's Restaurant is actually pretty good and room rates are quite reasonable. But no one here is trying really hard.",negativo,0,1,1,1,1,1,0,1,alta
223201,6975F69C7682285B6E582317E9517D4A,2.0,1.0,3.0,1.0,3.0,4.0,3.0,"“Free Concert (all night long)” I spent one night at the Omni last weekend after a full day of traveling and didn't rest very well at all. First, the hotel cancelled my reservation. I was traveling with a large group and although they confirmed my room with the trip coordinator, somehow my name was ""erased"" from the hotel's nightly manifest. After being told that I'd have to get a room at another nearby hotel (apart from the rest of the 100 people in my group), a manager finally ""found"" an available room. Even after being accommodated, I got no rest. The hotel is located in a prime downtown area and it seems ( as experienced by other reviewers) to be right next to a nightly open-air concert. I mean, I was on the 10th floor and I could clearly hear the bass beats and words of every song sung until about 11:30 PM when I finally just turned the TV up to drown out the sound and fell asleep. Ultimately, my rest was anything but restful at the Omni.",negativo,0,1,1,0,0,1,0,0,alta
217148,C848424C9E4AC906470ADAAADED7BE43,2.0,2.0,3.0,1.0,2.0,2.0,3.0,"“BAD for Tourists - No where near downtown sites, just those built for locals” ""Southie"" as it is known, was a solidly working class ethnic enclave for generations of Irish immigrants. The triple decker (often occupied by generations of the same family) is king here, except for some prime oceanfront homes owned primarily by noted local politicians, ""king makers"" and those who became ""lace curtain"" Irish somewhere down the road. This tradition has been invaded by outside yuppies during the past twenty years, but the resulting skyrocketing housing prices also brought some upgraded places for foodies and a bit of sorely needed decorum. If you rent a car, you will note the cross streets are alphabetical, the bars such as Amrein's (sp?) are more home-away-from-homes to the crowded urbanism, and the corner diners have some of the great breakfast offering around. Even if you are not ""from here"" - a question I was guardedly asked upon many occasions - you can still appreciate the interesting, clannish character that it this unique place offers. South Boston has some great attractions, most notably Castle Island, which is a peaceful peninsula which is perfect for walks along the ocean without any audible disturbance from the packed surrounding urban areas. When the Tall Ships come into town this is a prime viewing venue, as some of the ships remain in full sail until just before this marker. Castle Island remains an oasis for generations of Bostonians and newbies alike. If you take a short taxi ride to this place, you will be treated to cheap, great burgers and shakes at the iconic Sullivan's at the entrance to the island. And there are some traditional bathhouses and sweaty gyms along the way, which pepper the long, slim beaches. Unfortunately, none of these studies are vaguely approachable from the Ramada Inn Boston. I felt so very sorry for the legions of foreign and American tourists who may have used this Ramada as home base for the only long weekend they may have had in their lives to drink in the history and culture of my beloved Boston. At the ample and free breakfast Ramada provides, I met a family from Miami who had saved to show the children what the history books scan: the cemeteries where Mother Goose and the Hancock family have graves, the myth of Bunker Hill (the battle was actually fought on Breed's Hill which is a short distance away), the fabulous interior of the gold-domed Mass State House, which looks down on the acreage of the Boston Common (foundation of the modern day rallies) as well as the Public Gardens with private spaces and the Swan Boats which are great for those who want a full spectrumof the gardens without the walk, the street side lounge at the Taj (former Ritz) along the way for some respite. Then the Italian North End for pasta the various fisherman's feasts throughout the street on weekends (to celebrate the catch of the year and give thanks to the Creator), peering in the new money area of the Back Bay along Commonwealth Ave, which was modeled after the Champs-Elysee in Pris and the old money Yankee area Beacon Hill. Freedom Trail Walk, Duck Tours...ya see what I am sayin'? Were this Ramada located next door to the Red Line, or at at-will shuttle to the Red Line, this review would be different. Boston has the country's oldest but quite efficient and functional public transportation system, and it is a shame to be at the mercy of a shuttle to get to it. Like Massachusetts taxes (high but the services more than make up for it) one gets what one pays for in some respects. The property itself was not well thought out in design. To protect from the winter winds, airless vacuums were created that offer no air flow during this unseasonably warm summer. One faces the desert navigating through these tunnels to get to the rooms. The rooms are OK, though I was not excited to take a shower much less a relaxing bath. If you paid more than $99 nightly, go to priceline and start bidding for a property closer to town or at least more accessible to the transit system.",negativo,1,1,1,1,1,1,0,1,alta
122005,F2FACB4CE02FCC8D449141F1600757B2,2.0,2.0,3.0,3.0,2.0,2.0,2.0,"“Lipstick on a Pig” This place is a dump and the title says it all. The carpets are disgusting, the bathrooms haven't been remodeled - they basically replaced outdated tile with outdated tile and cut corners left and right to make the place look presentable. The staff made no effort to be friendly or make us feel comfortable. I had to stay at the New Yorker because my company got a block of rooms at a good price - shocker. If you have a choice, don't stay here. If you are unfortunate enough to book a room here, keep everything off the floor and furniture. I stored everything I could on hangars in the closet. It's definitely one of the most disgusting hotels I stayed at in NY in this price range.",negativo,1,1,0,0,1,1,0,0,alta
612263,2930867C7228E35BE681671AEE6EB0D3,2.0,2.0,1.0,5.0,4.0,4.0,3.0,"“Avoid the ""taxi"" service” I stayed at the Mela for one night - Saturday, March 27th. The hotel is fine and even though I've never stayed here, the rooms seem to have been updated recently. Current stylish furnishings in a decent sized room for Midtown NY standards. The bed was great. One big complaint... upon check-out the bellman asked if I needed a taxi and I said yes. He told me he had ""taxis"" standing by outside. I saw a black town car pulling up and asked the front desk if these cars cost the same as taxis and was told they do. When I asked outside what the fare was I was told $40 flat. When I scoffed the bellman offered me the car for $35 and said that the average fare from Midtown to LaGuardia is $40. This is completely false!!! I take cabs from midtown all the time and they NEVER cost more than $30 WITH the toll and the hotel staff knows this. I hate that they take advantage of unknowing tourists with this scam. Don't take their town car service.",negativo,0,1,0,0,1,1,0,0,alta
119768,0D066688E1057B1528C27D6D6CF71DFB,1.0,1.0,,,,,,“Never saw the inside” As a Diamond frequent stay member of the Hilton Honors program I had read reasonably positive reviews here on Trip Advisor and booked a three night reservation at this property. In July I called the HH Diamond desk reservation line and asked that the reservation be amended to one night from three as my family member had returned to the hospital with their battle against cancer and I would be returning home earlier. Before allowing the changes to be made to my reservation I asked the agent to make sure that the rate would not change and they assured me it would not. After hanging up the rate had tripled when I looked back at the reservation online. Though the weekend rate for Friday I was requesting could have originally been booked at the same rate for one night or each of the three nights as originally booked. In calling back to the 800 Hilton/Doubletree reservations line I was to told to call the hotel myself as Hilton Reservations couldn’t get anyone to fix their error........ I spoke first with the hotels front office manger first for assistance who said you will have to pay the new rate in our system as we don’t honor our companies booking errors. The General Manager of the hotel also said we will not honor the rate you originally booked with us at our website. Reason given. The hotel is doing better business now since you originally booked the reservation. We are here to make as much as we can on our rooms. However we could rebook the room for 50 dollars off the rack rate for the Friday night. you intend to stay......... Never in decades of travel have I come across such silly behavior with a brand I support all over the domestic US. And booking mistakes have certainly happend before over the years. Needled to say I cancelled and had a fine stay elsewhere. This post is just to make others aware of the less then cooperative business behavior of the hotel and in no way represents the experience inside the hotel itself during a stay. My experience tells me when a hotels management and business culture is this inflexible before the stay I would not want to be a guest inside the hotel and need their cooperation during my stay.It is interesting to note that this same hotel who refused to honor my previously booked and confirmed reservation through the Hilton website had been dumping rooms on Priceline for 50 dollars a night on those same nights.My suggestion is management get a refresher course in a good hotel business school...........,negativo,0,1,0,0,1,0,1,0,alta
782678,0E3244460DB1F60C964FCC417CAECE8A,2.0,2.0,3.0,4.0,4.0,4.0,1.0,"“Party Central...for MTV Rap Videos!” If you have no interest to actually sleeping at night since music will be pumping through the walls due to the clientele this hotel attracts, then this would be the place for you! Objectively - the hotel is nicely renovated, rooms are nice, etc. No complaints at all. Service is on par and consistent with other Westin hotels in major cities so no issues here either (reading between the lines is that Westin service is good, not stellar but not poor either). However, one thing unfortunately that this hotel cannot control is the pockets of clientele it attracts...which is extremely low class unfortunately. Not what I expected given the price point but just picture Jersey Shore / rap video shoot as if this is a party hotel in Vegas.",negativo,0,1,1,0,1,1,0,0,alta
119733,2ECA1669D702D558BF9322B8967949F5,2.0,3.0,5.0,2.0,2.0,5.0,2.0,“Poor hotel for business travelers” The staff was quite nice but this is a not a great hotel for business travelers. It's really just about the rooms. There are only a few power outlets in the room in hard to access places. There is no wireless internet. There isn't actually a desk either - its just a square table pushed against the wall.,negativo,0,1,0,0,0,0,1,0,alta
141894,ADED8CD918F2A9F4C31D02618B1CC42C,2.0,,,,,,,"“No thank you” Depressing depressing depressing. Lots of parking lots, lots of highway noise. Rooms on the first floor, in particular, felt a bit unsafe. Don't know if the hotel has ever had any problems, but it didn't feel that secure. It's just a Day's Inn, not a five star place, I know, but it was an uncomfortable feeling being there.",negativo,0,0,0,0,1,1,0,1,alta
650054,3B8EBC7C20761408ADFCF751E2F44361,2.0,1.0,4.0,4.0,1.0,2.0,1.0,"“Avoid any rooms under the restaurant if you want sleep” Recently got back from a week long trip to san diego. We stayed in one of the bigger suites of the porto vista hotel with a colleague of mine. We were visiting for Comic Con so the location was a good hike from the convention center but the variety of restaurants in Little Italy made up for it I think. The room itself was spacious, it featured a separate living room with a full size pull out and also a large balcony. The layout of the room is kind of weird, the bathroom door when open blocks the door to the bedroom, so it was kind of awkward. Also for the size of the bathroom they could have added an extra door to it so it could be accessed from the living room without having to go through the bedroom for privacy. The bathroom had separate tub and standing shower which was a nice touch on the other hand. The room felt dated and a bit dirty, the TV in the bedroom is one of those old boxy TV's, and the sliding doors that lead to the balcony looked like they hadn't gotten a dose of windex in ages and the sliding screen was beat up. Then there's the noise. The room sits below the hotel's restaurant above it. They must have hardwood floors up there or something, because whatever the case, when any chairs or furniture moves, you definitely hear it throughout the room. This was particularly annoying considering the hotel's breakfast begins very early in the morning and what I imagine is the staff setting the restaurant up so you wake up to rumbles of furniture moving. This was the major complaint. For $260 a night, I feel like you definitely deserve better. Upon check-out, I noticed I was being charged for valet parking every night even though I don't own a car. They did fix it promptly, but I'd definitely recommend checking your invoice before you head-off.",negativo,1,1,1,1,1,1,0,1,alta
275251,B8A5BD067483F2E133EF206031DEFA82,2.0,2.0,3.0,5.0,2.0,3.0,,"“Great Location, A Little Overpriced” My wife and I stayed at the Red Lion for an extended Labor Day getaway. The hotel was in a great location downtown. The room size was fine and generally clean but the bathroom could use updating and an good cleaning. If you can find this hotel for an extremely well discounted rate it was fine but I felt the discounted rate we rec'd from the hotel's web site was a higher price than I would ever pay again for a similar property. Have fun in Seattle, it's a great place to visit.",negativo,1,0,1,0,1,0,0,0,alta
87576,F11E3B970A4DE355F21F9DD365676E3E,2.0,,,,,,,"“ok hotel - clean, location bit of walk to anything” the rooms here were ok - clean for the most part. i was there for 3 nights and my room was not made up the first night, but was the other two. this area there arent many restaurants and it is bit of a walk or taxi to get to some. seems this area closes down a bit early. overall the rooms are a little small, had to request an iron to be brought up to the room, other than that relatively inexpensive and not bad option to get to my office.",negativo,1,0,1,1,1,0,0,0,alta
89361,3879AAA721B2B55CE8F9A6B95DF1211A,1.0,1.0,1.0,3.0,1.0,1.0,,"“So disgusting and dirtly, I left early” I stayed here on business and the room was so disgusting that I, and one other person attending the same meeting as I (we were in separate rooms and had similar experiences), checked out early, and moved to another hotel in the Inner Harbor area. The bathroom was filthy. There was no toilet paper in the holder. I later found the roll placed on the back of the tank. Yeah, maids, you may live like this at home, but please, I don't. The tub was had a ring of dirt around it. The carpet was disgusting and coated with dirt and looked like they just brought the vacuum in for a visit but didn't actually turn it on. I guess they' re saving energy. The worst part was the smell. I had a non-smoking room that smelled like a Vegas casino, embedded with alcohol and cigarettes. The bedspread likely hadn't been cleaned in, well, forever. The walls outside every room had room service trays, some that stayed for days. Can you say ants? cockroaches? mice? I hardly slept at night with the smell and dust. I couldn't leave soon enough and I will never be back. Needless to say, I do not recommend the Sheraton Inner Harbor to anyone.",negativo,1,1,1,0,1,1,0,0,alta
488793,A93858D4D250F4148A9F00F1F59203A2,2.0,3.0,3.0,,3.0,3.0,,"“Noise from new restaurant” Choose this as thought it was away from the noise of Times Square. However, a new restaurant around the corner, 157 Lafayette apparently opened up. It is more of a club with a live DJ playing loud music through the night. Complained but management couldnt do anything. Make sure you dont get a room facing the back or you will need ear plugs to sleep. Otherwise it is a nice small room.",negativo,0,1,0,1,0,1,0,0,alta
247773,B9256F22CB93DB0BAC949489D08CDF27,2.0,3.0,3.0,5.0,2.0,2.0,,"“Very underwhelming.” After reading the website descriptions, I expected a much better experience here. The lobby was beautifully appointed, and parking was fairly easy, but once we hit our floor I was confronted with a horrible stale smoke odor intermittently dotted with an off-putting commercial bathroom air freshener scent. Our room did not offer relief, unfortunately. I'm sure we broke protocol by opening our window for some relief. I just got a grody feeling. The visible dust bunnies in the lobby and our misshapen lamp didn't help. Their website clearly stated both HBO and Showtime were offered, but only HBO is available. Maybe this isn't a big deal for some, but I specifically chose this place for the multiple movie channels. (That's a sell for me.) Hopefully, someone will give the Riverwalk Plaza some TLC and a good airing out!",negativo,1,0,1,0,1,0,0,1,alta
268149,5B0212E60806AC2EBEE00BE473807DD1,1.0,1.0,2.0,1.0,2.0,2.0,,"“Never Again!” I booked this room via Priceline for $48 a night. When I tried to check in early, I was told to wait until later. When I returned, the front desk said that there were no more NS rooms. I had confirmed my reservation for a NS king the night before as well as two hours earlier. I demanded that she call the Residence Inn which shares the building with the Courtyard and ask if they had any NS rooms. They did but they would not honor the Priceline reservation. I then asked to talk to the manager. Suddenly, the clerk found a NS room with two double beds in the computer. The common areas and the room smelled of body odor, like a locker room. The renovated historic building formerly housed an oil company. The rooms were odd shaped. One side of the building is the Courtyyard by Marriott and the other side is the Residence Inn. An unlocked door separates the two hotels on each floor. They both share the same pool, fitness room, and laundry room. The Residence Inn side get the traffic noise, The Courtyard side gets the street car noise.",negativo,1,1,1,0,1,1,0,1,alta
84113,8D02A3E476985101BBAABAB39EB17699,1.0,2.0,2.0,3.0,2.0,1.0,2.0,"“Yuk.” I stayed here because my organization has a contract with them. Unfortunately. I was in a room on the first floor (which always makes me uneasy) and I couldn't open the shades because the room faced right onto the restaurant rooftop patio. Also, I had to go through several fire doors to get from the elevator to the hallway (my other choice was up a flight of stairs, but that's hard with two suitcases). The room has recently been remodeled and unfortunately, they just really didn't get it right...it was awful...it was all shiny and ""retro"" with a indoor outdoor type carpet, and a divider for a wall (it must have been a meeting room in a previous life). The TV was sort of hanging in the middle of the room, and tacky furniture and lamps reminded me of rent by the hour place--it was just missing the mirror on the ceiling. There was no hairdryer (they must have forgotten to install it) and within an hour of arrival, I saw a large cockroach walking across the floor. The maintenance guy was nice (the one who killed the roach) but the rest of the staff seemed rather bothered by my asking for a hairdryer and for a copy of my bill (which the company paid for--in fact, i couldn't get a copy). Overall, I will not stay here again.",negativo,0,1,1,1,1,0,0,1,alta
675616,B92BC38F7249DE44E34C5EF1B785896E,2.0,1.0,1.0,5.0,2.0,3.0,2.0,"“Not worth it!” We spent more than we usually would ($600/night) to experience the plaza. It was definitely not worth it. The service was average. They forgot our turn down service and were defensive when we brought it to their attention. Because the plaza is well known, the lobby is always full of tourists. Our room was small and dark. The bathroom was very large and almost made up for the tiny room. Other than the bathroom, this hotel was not as nice as many we have stayed at in Manhattan for half the price.",negativo,1,1,0,0,1,0,0,1,alta
84137,F6AEDF83C6A0ED8C6DD6765B86FB0E75,2.0,1.0,1.0,,,5.0,4.0,"“Nicely furnished, poorly managed. Stay elsewhere” First, this review is for the Washington Hilton. Some reviewers of this hotel appear to be talking about the Capitol Hilton. Don't stay here, but if you do, make sure you're clear to cab drivers. (Locals call it the Hinckley Hilton, a reference to its grim historical role.) The place looks great and has some nice amenities. Rooms are clean and feel new - paint carts were all over the place when we visited, so seems like they're committed to keeping them that way. Sparkling, large fitness center and a nice pool (though don't expect the lifeguards to let you stay in it to the posted closing time - they shut it down nearly ten minutes early, apparently eager to get home). The nice interior is the only thing keeping this from getting a ""Terrible"" TA rating. The problem is service, and I don't mean the people providing it. Everyone, literally everyone we met was excessively nice and seemed dedicated and experienced. But the people managing them don't seem to have it together and/or they haven't hired enough staff. I could offer a number of examples. Expect long waits for someone to pick up the guest services line. At least twice it took more than a dozen rings for someone to even answer, and neither was at an odd time. I asked around later and the hotel wasn't even full that day, so just imagine what it would be like if there's a big convention or something. At another point, there was a major mechanical problem in our room that required maintenance to fix it, which caused severe inconvenience. At other hotels, for much more minor issues I've been offered a room upgrade, bottle of wine, something to make up for the hassle. The maintenance guys were super nice and took care of the problem the same day, but management didn't even send an apology note. I'm told the interior was recently renovated. But until there's better management of the nice people working there (and maybe more of them hired), this is a no go unless you're forced to or find a truly unbelievable deal.",negativo,1,1,0,0,1,0,0,1,alta
657868,4F157E91D1BB463E04AD6288E91B9C6F,2.0,3.0,3.0,5.0,5.0,5.0,2.0,"“Mediocre at best--this hotel left me felling cold” I'll list the pros and cons of this hotel in downtown Denver. We choose it because of the location to the famous 16th St. Mall. The location is good, the room large with many amenities. It should have been a pleasant experience. The valet was nice, the check in fine, and then things began to go downhill. Not with the hotel itself, but with the staff. I'll explain... We ordered dinner from room service—a few minutes later we were called back and told that the items we ordered were no longer available, that the menu had been changed. Although the new menus were not in the rooms. Why not? OK, we'll order something else—no problem. Could we get some vegetables to go with the main course? No we don't have any. What? No veggies? Strange. So we ordered a salad. When the meal arrived there was the entree, the salad, a salt shaker and silverware. No pepper, water, bread, butter—nothing. All for the grand total of $60.00. Not good! The bathroom while a decent size had very poor water pressure. The bed was very uncomfortable, it's a select comfort type—I personally hated it. The room was clean, and had not the other problems occurred I might stay here again, however, when my husband went down to the lobby to make a business call—well, he was treated quite rudely. It seems he inquired about coffee and was rudely told that it wasn't out yet. My husband is very easy going, had he been told nicely this would not have been a problem. It seems that common hotel courtesy has gone the way of the airlines. Too bad, there are a wide variety of hotels in Denver—we'll have our pick and it won't be this one!",negativo,1,1,1,1,1,1,0,1,alta
100582,045EBD08CE6F0D11363D7CD407F1AB6D,1.0,,1.0,,,,,“Scans drivers license and credit card into their computer” This hotel scans your drivers license and credit card into their computer. They say it for my benefit so another person can't walk in and pretend they are me. I don't believe that and I don't want to be in their system. It is more dangerous for me because their computers can be used by dishonest employees or hacked and I don't know the safeguards. I asked for the cards to be deleted from the computer after I left but the clerk said they can't be deleted. I'll call my credit card company tomorrow and the North Carolina Chamber of Commerce. The hotel clerk said all Best Westerns scan drivers licenses and credit cards. My room was paid ahead and was nonrefundable. I guess I will cancel my credit card after I get home. I want to inquire at the NC Chamber of Commerce and the NC Board of Corporations to see if this policy is legal.,negativo,0,1,1,0,0,0,0,0,alta
78688,93C6A3137CD8FF6774399C870D7CF59E,2.0,,3.0,,,2.0,4.0,"“Legendary hotel but...” I've stayed at this hotel numerous times for business. This is a strange hotel because of the wide variety of people who ""hang out"" at this place. This is definitely not a very clean or modern hotel. The premises are kind of run down. The rooms are dirty, the furniture is cheap, the TVs are old, the bathrooms could use a facelift, but at least the beds are comfy. This hotel is more suited for people who just want to hang out by the pool and drink. After all the negatives about this place, it is still a legendary place to stay and hang out, and that somehow makes up for everything else.",negativo,1,0,0,1,1,1,0,1,alta
218770,E05A4C74D461AF50DF7D5DDC17E8F795,1.0,1.0,1.0,1.0,2.0,1.0,2.0,"“Most horrible hotel experience EVER - STAY AWAY” I really used to like the charm of this inn (even though the outside is very 70s outdated and rooms are odd), but the grounds are lovely and quiant. I have stayed many times, but the last time, was the worst hotel experience i have ever had anywhere. no one (except f/b manager) in the staff cared about our needs or our group at all - the general manager himself was literally screaming at me and threatened my entire livlihood. there were ants in the rooms, broken airconditioners, etc etc They made soo many mistakes on our bills, reservations and even served fish tacos that stunk BAD... they have very serious problems with their neighbors and noise issues - so PLANNERS BEWARE... This is a property that doesn't care to make their customers happy. the resort is in the back of a neighborhood, not anywhere near the beach or downtown san diego.. so there is nothing to do there either. there are sooo many lovely properties in the area- i will never ever go back to this one again.",negativo,0,1,1,0,1,1,0,0,alta
112360,74CF72BD8F6764479743773F812F5A10,1.0,3.0,3.0,3.0,1.0,1.0,1.0,"“Quaint Downstairs bedrooms terrible” We were booked into this hotel for 7 nights, downstairs is really quite nice there is complementary sherry and biscuits available in the afternoon. Most of the furniture looks to be antique and it’s all very quaint. The problem is that the furniture in the room we were in was also of a similar vintage and should have been replaced a long time ago as basically it’s all worn out. We had breakfast included in our room rate and it was very poor quality, the breakfast muffins were mouldy and there were slug or snail tracks over the carpet in the dining area. The staff in the hotel reception were helpful and friendly, but the bedrooms really let this hotel down",negativo,0,1,1,1,1,1,0,0,alta
87590,70BCD32BF7CBF542F84C2A30BCF66B23,2.0,,3.0,,,2.0,3.0,"“Outdated and Disappointing” I expected a glamorous room and I walked into a disappointment. Housekeeping and Management must not be concerned with attention to detail at this hotel. If you like staying somewhere that the air in the rooms doesn't go down past 74, the closet is 24"" wide, all old/dirty brass fixtures, beds that are a little bigger than a twin, showerheads that barely put out water, then this is your hotel. I might be spoiled by staying in Marriott's, but I stay in hotels 1/3 of the year and was severly disappionted. No free breakfasts or a room change will get me to stay here again.",negativo,1,1,1,1,0,1,0,0,alta
208191,3A486BC9F0F50833771C930918CABAA2,2.0,3.0,2.0,4.0,2.0,3.0,3.0,"“Sadly disappointed” I read some of the reports on trip advisor and the only thing I can guess is that I got one of the rooms that had not been updated. The carpet is dated and stained, the room had an old musky smell and the bathrooms were dated with old tile and showers. The beds were comfy but that was the only small concession, as the front desk was understaffed and it was hard to get questions answered. I had planned to stay here a week from now and already changed my reservation. Too many other places to stay that are close to the airport to settle for this one.",negativo,1,1,1,0,0,1,0,0,alta
217734,3A3381A1B6651B0A8FC89E99684A021A,2.0,1.0,4.0,3.0,1.0,2.0,1.0,"“Nice lobby - dump of a room” The carpet was old when it was installed back in the 20's. The bed was so old that the mattress sank at least six inches from the edge to the middle. Water was $6.50 a bottle. If I could only use one word to describe this location - it would be ""dump"". Take lots of ones - everyone wanta a tip. $26.00 to park your car.",negativo,0,0,1,0,0,1,0,1,alta
268977,7AF845AAE2FF98F4EFD92523104ADD1B,2.0,4.0,2.0,3.0,2.0,2.0,,"“Dirty, dirty little secret motel” I stayed here because of a Suicide Girls pictorial I saw that was shot here. Is that a good reason? whatever. The fact is when In stayed here there were rocker chocks giggling all night in the room next to mine which made it worth while. The room was small, scented of inhabitance past, dark, old and stained which in some weird aspects is a turn on. A pool of tiny measure is in the court yard but I would even think of swimming in it. I guess I would say this place is perfect for a secret rendez vous for nobody would ever look for you here.",negativo,1,0,0,0,1,0,0,1,alta
